db_row,date,weekday,slot,node_name,winner,legacy_people,battle_count,unified_or_constraint,banquet,tax_days,holding_days,release_date,calculation_status
122,2025-12-05,金,1B,ハーピーの絶壁,オアシスステップ,,,統一,宴会,4,2,2025-12-07,resolved
122,2025-12-05,金,1C,ブリの森,一惡人谷一,,,-,-,0,7,2025-12-12,resolved
122,2025-12-05,金,1D,マンシャの森の奥,Maverickz,,,-,-,0,7,2025-12-12,resolved
122,2025-12-05,金,1E,廃鉄鉱山採掘場,ZirconiA,,,-,宴会,0,7,2025-12-12,resolved
124,2025-12-07,日,3A,デルニール農場,沙漠黑鷹,,,,-,#N/A,#N/A,#N/A,pending_or_error
124,2025-12-07,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
124,2025-12-07,日,2B,忘却の地,PONYTAIL,,,-,-,#N/A,#N/A,#N/A,pending_or_error
124,2025-12-07,日,1A,ナーガ沼地,SkyCastle,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
124,2025-12-07,日,1B,旧ダンデリオン,ーリベリオンー,,,-,-,#N/A,#N/A,#N/A,pending_or_error
124,2025-12-07,日,1C,捨てられた地,オアシスステップ,,,統一,-,2,5,2025-12-12,resolved
124,2025-12-07,日,1D,ベア川下流,黒の太陽,,,-,-,3,#N/A,#N/A,pending_or_error
124,2025-12-07,日,1E,アルティノ入り口,ーEspoirー,,,-,-,6,4,2025-12-11,resolved
125,2025-12-08,月,3A,ルツム族駐屯地,VainqueurJP,,,,-,4,3,2025-12-11,resolved
125,2025-12-08,月,3B,アト農場,雪狼族,,,,-,0,7,2025-12-15,resolved
125,2025-12-08,月,2A,ベリア農場地帯,MystSA,,,-,宴会,0,7,2025-12-15,resolved
125,2025-12-08,月,2B,ギュントの丘,UnityJP,,,-,-,0,3,2025-12-11,resolved
125,2025-12-08,月,2C,高原地帯,TheUniverse,,,-,-,0,7,2025-12-15,resolved
125,2025-12-08,月,1A,隠遁の森,Revenant,,,-,宴会,0,7,2025-12-15,resolved
125,2025-12-08,月,1B,エワズの丘,彡MukBANG彡,,,統一,-,4,7,2025-12-15,resolved
125,2025-12-08,月,1C,廃城跡入り口,LeLien,,,-,-,0,6,2025-12-14,resolved
125,2025-12-08,月,1D,カイア渡し場,シェイド,,,-,-,0,7,2025-12-15,resolved
125,2025-12-08,月,1E,カズラ農場,SERENITY,,,-,-,0,7,2025-12-15,resolved
128,2025-12-11,木,3A,北部大農場,VainqueurJP,,,,-,0,7,2025-12-18,resolved
128,2025-12-11,木,2A,トロル防御基地,義勇,,,-,宴会,0,7,2025-12-18,resolved
128,2025-12-11,木,2B,隠された修道院,ひよこりあ,,,-,-,0,7,2025-12-18,resolved
128,2025-12-11,木,2C,マルニの第2実験場,UnityJP,,,-,-,3,1,2025-12-12,resolved
128,2025-12-11,木,1A,アグリス平原,Restart,,,-,-,0,7,2025-12-18,resolved
128,2025-12-11,木,1B,リンチ農場廃墟,Etërnîty,,,統一,宴会,0,7,2025-12-18,resolved
128,2025-12-11,木,1C,ブレディー砦,βυsнỉȉdo家族,,,-,-,0,7,2025-12-18,resolved
128,2025-12-11,木,1D,エントの森,ーEspoirー,,,-,-,4,3,2025-12-14,resolved
128,2025-12-11,木,1E,クリオ村,Döraêmön,,,-,-,4,4,2025-12-15,resolved
129,2025-12-12,金,3A,アグリス祭壇,・殺戮・,,,,宴会,0,7,2025-12-19,resolved
129,2025-12-12,金,2A,ナーガ抽出場,UnityJP,,,-,-,4,7,2025-12-19,resolved
129,2025-12-12,金,2B,オークキャンプ,FLORISTS,,,-,宴会,4,7,2025-12-19,resolved
129,2025-12-12,金,1A,北部採石場,黄昏のえりしおん,,,-,-,0,7,2025-12-19,resolved
129,2025-12-12,金,1B,ハーピーの絶壁,オアシスステップ,,,-,-,5,7,2025-12-19,resolved
129,2025-12-12,金,1C,ブリの森,一惡人谷一,,,統一,宴会,0,7,2025-12-19,resolved
129,2025-12-12,金,1D,マンシャの森の奥,Maverickz,,,統一,-,0,7,2025-12-19,resolved
129,2025-12-12,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,,統一,-,0,7,2025-12-19,resolved
131,2025-12-14,日,3A,デルニール農場,沙漠黑鷹,,,,宴会,#N/A,#N/A,#N/A,pending_or_error
131,2025-12-14,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,,-,-,#N/A,#N/A,#N/A,pending_or_error
131,2025-12-14,日,2B,忘却の地,PONYTAIL,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
131,2025-12-14,日,1A,ナーガ沼地,SkyCastle,,,-,-,#N/A,#N/A,#N/A,pending_or_error
131,2025-12-14,日,1B,旧ダンデリオン,ーリベリオンー,,,-,宴会,#N/A,4,2025-12-18,pending_or_error
131,2025-12-14,日,1C,捨てられた地,ーEspoirー,,,-,-,2,#N/A,#N/A,pending_or_error
131,2025-12-14,日,1D,ベア川下流,LeLien,,,統一,宴会,#N/A,#N/A,#N/A,pending_or_error
131,2025-12-14,日,1E,アルティノ入り口,RëBîrth,,,統一,宴会,3,#N/A,#N/A,pending_or_error
132,2025-12-15,月,3A,ルツム族駐屯地,RaиkSS,,,,宴会,4,7,2025-12-22,resolved
132,2025-12-15,月,3B,アト農場,雪狼族,,,,宴会,0,7,2025-12-22,resolved
132,2025-12-15,月,2A,ベリア農場地帯,MystSA,,,-,-,0,4,2025-12-19,resolved
132,2025-12-15,月,2B,ギュントの丘,PhoenixJP,,,-,-,4,7,2025-12-22,resolved
132,2025-12-15,月,2C,高原地帯,TheUniverse,,,-,-,0,4,2025-12-19,resolved
132,2025-12-15,月,1A,隠遁の森,Revenant,,,-,-,0,7,2025-12-22,resolved
132,2025-12-15,月,1B,エワズの丘,彡MukBANG彡,,,-,宴会,0,7,2025-12-22,resolved
132,2025-12-15,月,1C,廃城跡入り口,Döraêmön,,,統一,宴会,1,7,2025-12-22,resolved
132,2025-12-15,月,1D,カイア渡し場,ー麒麟ー,,,-,宴会,0,7,2025-12-22,resolved
132,2025-12-15,月,1E,カズラ農場,C0BRA,,,統一,-,0,7,2025-12-22,resolved
135,2025-12-18,木,3A,北部大農場,VainqueurJP,,,,-,0,7,2025-12-25,resolved
135,2025-12-18,木,2A,トロル防御基地,ーリベリオンー,,,-,-,0,4,2025-12-22,resolved
135,2025-12-18,木,2B,隠された修道院,ZirconiA,,,統一,-,0,7,2025-12-25,resolved
135,2025-12-18,木,2C,マルニの第2実験場,温柔郷,,,,,6,7,2025-12-25,resolved
135,2025-12-18,木,1A,アグリス平原,Restart,,,-,宴会,0,3,2025-12-21,resolved
135,2025-12-18,木,1B,リンチ農場廃墟,黒の太陽,,,-,-,0,7,2025-12-25,resolved
135,2025-12-18,木,1C,ブレディー砦,βυsнỉȉdo家族,,,-,-,0,7,2025-12-25,resolved
135,2025-12-18,木,1D,エントの森,Иouver,,,統一,-,4,7,2025-12-25,resolved
135,2025-12-18,木,1E,クリオ村,ーArchー,,,-,宴会,3,1,2025-12-19,resolved
136,2025-12-19,金,3A,アグリス祭壇,・殺戮・,,,,-,0,7,2025-12-26,resolved
136,2025-12-19,金,2A,ナーガ抽出場,MystSA,,,-,宴会,0,7,2025-12-26,resolved
136,2025-12-19,金,2B,オークキャンプ,TheUniverse,,,-,-,0,3,2025-12-22,resolved
136,2025-12-19,金,1A,北部採石場,黄昏のえりしおん,,,統一,-,0,2,2025-12-21,resolved
136,2025-12-19,金,1B,ハーピーの絶壁,オアシスステップ,,,-,-,0,2,2025-12-21,resolved
136,2025-12-19,金,1C,ブリの森,一惡人谷一,,,-,-,0,7,2025-12-26,resolved
136,2025-12-19,金,1D,マンシャの森の奥,ーArchー,,,-,宴会,0,7,2025-12-26,resolved
136,2025-12-19,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,,-,-,0,7,2025-12-26,resolved
138,2025-12-21,日,3A,デルニール農場,沙漠黑鷹,,,,-,#N/A,#N/A,#N/A,pending_or_error
138,2025-12-21,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,,-,-,#N/A,#N/A,#N/A,pending_or_error
138,2025-12-21,日,2B,忘却の地,AlmaVivaJP,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
138,2025-12-21,日,1A,ナーガ沼地,SkyCastle,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
138,2025-12-21,日,1B,旧ダンデリオン,Restart,,,統一,-,3,4,2025-12-25,resolved
138,2025-12-21,日,1C,捨てられた地,オアシスステップ,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
138,2025-12-21,日,1D,ベア川下流,LeLien,,,-,-,#N/A,1,2025-12-22,pending_or_error
138,2025-12-21,日,1E,アルティノ入り口,黄昏のえりしおん,,,-,-,#N/A,#N/A,#N/A,pending_or_error
139,2025-12-22,月,3A,ルツム族駐屯地,RaиkSS,,,,-,0,3,2025-12-25,resolved
139,2025-12-22,月,3B,アト農場,雪狼族,,,,-,0,7,2025-12-29,resolved
139,2025-12-22,月,2A,ベリア農場地帯,PokemonGo,,,統一,-,3,7,2025-12-29,resolved
139,2025-12-22,月,2B,ギュントの丘,ーリベリオンー,,,-,宴会,0,3,2025-12-25,resolved
139,2025-12-22,月,2C,高原地帯,TheUniverse,,,-,宴会,3,7,2025-12-29,resolved
139,2025-12-22,月,1A,隠遁の森,RëBîrth,,,統一,-,0,7,2025-12-29,resolved
139,2025-12-22,月,1B,エワズの丘,彡MukBANG彡,,,-,-,0,7,2025-12-29,resolved
139,2025-12-22,月,1C,廃城跡入り口,LeLien,,,-,-,0,7,2025-12-29,resolved
139,2025-12-22,月,1D,カイア渡し場,シェイド,,,統一,-,0,7,2025-12-29,resolved
139,2025-12-22,月,1E,カズラ農場,Bagaиі,,,-,宴会,0,7,2025-12-29,resolved
142,2025-12-25,木,3A,北部大農場,RaиkSS,,,,宴会,0,7,2026-01-01,resolved
142,2025-12-25,木,2A,トロル防御基地,ーリベリオンー,,,-,-,3,4,2025-12-29,resolved
142,2025-12-25,木,2B,隠された修道院,Restart,,,-,-,0,1,2025-12-26,resolved
142,2025-12-25,木,2C,マルニの第2実験場,微笑Party,,,-,-,0,7,2026-01-01,resolved
142,2025-12-25,木,1A,アグリス平原,Revenant,,,-,-,4,3,2025-12-28,resolved
142,2025-12-25,木,1B,リンチ農場廃墟,xAEGISx,,,-,宴会,0,7,2026-01-01,resolved
142,2025-12-25,木,1C,ブレディー砦,βυsнỉȉdo家族,,,統一,-,0,7,2026-01-01,resolved
142,2025-12-25,木,1D,エントの森,ーEspoirー,,,-,宴会,0,3,2025-12-28,resolved
142,2025-12-25,木,1E,クリオ村,PhoenixJP,,,-,-,6,7,2026-01-01,resolved
143,2025-12-26,金,3A,アグリス祭壇,・殺戮・,,,,宴会,0,7,2026-01-02,resolved
143,2025-12-26,金,2A,ナーガ抽出場,MystSA,,,-,-,0,7,2026-01-02,resolved
143,2025-12-26,金,2B,オークキャンプ,Restart,,,-,-,4,7,2026-01-02,resolved
143,2025-12-26,金,1A,北部採石場,ZirconiA,,,-,宴会,5,7,2026-01-02,resolved
143,2025-12-26,金,1B,ハーピーの絶壁,ー麒麟ー,,,統一,宴会,5,7,2026-01-02,resolved
143,2025-12-26,金,1C,ブリの森,一惡人谷一,,,-,-,0,7,2026-01-02,resolved
143,2025-12-26,金,1D,マンシャの森の奥,ーArchー,,,統一,-,0,6,2026-01-01,resolved
143,2025-12-26,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,,-,-,0,7,2026-01-02,resolved
145,2025-12-28,日,3A,デルニール農場,沙漠黑鷹,,,,,#N/A,#N/A,#N/A,pending_or_error
145,2025-12-28,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,,,,#N/A,#N/A,#N/A,pending_or_error
145,2025-12-28,日,2B,忘却の地,PONYTAIL,,,,,#N/A,#N/A,#N/A,pending_or_error
145,2025-12-28,日,1A,ナーガ沼地,SkyCastle,,,,,#N/A,#N/A,#N/A,pending_or_error
145,2025-12-28,日,1B,旧ダンデリオン,UnityJP,,,,,3,4,2026-01-01,resolved
145,2025-12-28,日,1C,捨てられた地,ーEspoirー,,,,,#N/A,#N/A,#N/A,pending_or_error
145,2025-12-28,日,1D,ベア川下流,義勇,,,,,6,#N/A,#N/A,pending_or_error
145,2025-12-28,日,1E,アルティノ入り口,Revenant,,,,,#N/A,#N/A,#N/A,pending_or_error
146,2025-12-29,月,3A,ルツム族駐屯地,雲淡風輕o,,,,宴会,4,7,2026-01-05,resolved
146,2025-12-29,月,3B,アト農場,雪狼族,,,,,0,7,2026-01-05,resolved
146,2025-12-29,月,2A,ベリア農場地帯,柿一門,,,統一,-,0,7,2026-01-05,resolved
146,2025-12-29,月,2B,ギュントの丘,ーリベリオンー,,,-,-,4,7,2026-01-05,resolved
146,2025-12-29,月,2C,高原地帯,TheUniverse,,,-,-,0,3,2026-01-01,resolved
146,2025-12-29,月,1A,隠遁の森,RëBîrth,,,統一,宴会,0,7,2026-01-05,resolved
146,2025-12-29,月,1B,エワズの丘,彡MukBANG彡,,,-,-,0,7,2026-01-05,resolved
146,2025-12-29,月,1C,廃城跡入り口,LeLien,,,-,-,0,7,2026-01-05,resolved
146,2025-12-29,月,1D,カイア渡し場,FLORISTS,,,統一,-,0,7,2026-01-05,resolved
146,2025-12-29,月,1E,カズラ農場,C0BRA,,,統一,-,0,7,2026-01-05,resolved
149,2026-01-01,木,3A,北部大農場,TheUniverse,,,,-,0,7,2026-01-08,resolved
149,2026-01-01,木,2A,トロル防御基地,UnityJP,,,-,-,3,7,2026-01-08,resolved
149,2026-01-01,木,2B,隠された修道院,ーArchー,,,-,-,6,7,2026-01-08,resolved
149,2026-01-01,木,2C,マルニの第2実験場,Maverickz,,,-,-,0,7,2026-01-08,resolved
149,2026-01-01,木,1A,アグリス平原,Иouver,,,統一,-,4,7,2026-01-08,resolved
149,2026-01-01,木,1B,リンチ農場廃墟,xAEGISx,,,-,-,0,1,2026-01-02,resolved
149,2026-01-01,木,1C,ブレディー砦,βυsнỉȉdo家族,,,統一,宴会,0,7,2026-01-08,resolved
149,2026-01-01,木,1D,エントの森,海洋之心,,,-,-,4,7,2026-01-08,resolved
149,2026-01-01,木,1E,クリオ村,PhoenixJP,,,-,-,0,3,2026-01-04,resolved
150,2026-01-02,金,3A,アグリス祭壇,・殺戮・,,,,-,0,7,2026-01-09,resolved
150,2026-01-02,金,2A,ナーガ抽出場,VainqueurJP,,,-,宴会,0,3,2026-01-05,resolved
150,2026-01-02,金,2B,オークキャンプ,TRAITORs,,,-,-,0,2,2026-01-04,resolved
150,2026-01-02,金,1A,北部採石場,オアシスステップ,,,-,宴会,0,7,2026-01-09,resolved
150,2026-01-02,金,1B,ハーピーの絶壁,xAEGISx,,,統一,-,0,6,2026-01-08,resolved
150,2026-01-02,金,1C,ブリの森,一惡人谷一,,,-,-,0,7,2026-01-09,resolved
150,2026-01-02,金,1D,マンシャの森の奥,微笑Party,,,-,-,1,2,2026-01-04,resolved
150,2026-01-02,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,,-,-,0,7,2026-01-09,resolved
152,2026-01-04,日,3A,デルニール農場,沙漠黑鷹,,,,-,#N/A,#N/A,#N/A,pending_or_error
152,2026-01-04,日,2A,略奪の森,AlmaVivaJP,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
152,2026-01-04,日,2B,忘却の地,TRAITORs,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
152,2026-01-04,日,1A,ナーガ沼地,SkyCastle,,,-,-,#N/A,#N/A,#N/A,pending_or_error
152,2026-01-04,日,1B,旧ダンデリオン,PhoenixJP,,,-,宴会,3,5,2026-01-09,resolved
152,2026-01-04,日,1C,捨てられた地,微笑Party,,,統一,宴会,#N/A,#N/A,#N/A,pending_or_error
152,2026-01-04,日,1D,ベア川下流,義勇,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
152,2026-01-04,日,1E,アルティノ入り口,黄昏のえりしおん,,,-,-,#N/A,#N/A,#N/A,pending_or_error
153,2026-01-05,月,3A,ルツム族駐屯地,PONYTAIL,,,,-,0,7,2026-01-12,resolved
153,2026-01-05,月,3B,アト農場,雪狼族,,,,,0,7,2026-01-12,resolved
153,2026-01-05,月,2A,ベリア農場地帯,柿一門,,,-,-,0,7,2026-01-12,resolved
153,2026-01-05,月,2B,ギュントの丘,VainqueurJP,,,-,宴会,0,3,2026-01-08,resolved
153,2026-01-05,月,2C,高原地帯,MystSA,,,-,宴会,4,7,2026-01-12,resolved
153,2026-01-05,月,1A,隠遁の森,ZirconiA,,,-,-,0,6,2026-01-11,resolved
153,2026-01-05,月,1B,エワズの丘,美奚冰室,,,統一,-,0,7,2026-01-12,resolved
153,2026-01-05,月,1C,廃城跡入り口,LeLien,,,-,-,0,7,2026-01-12,resolved
153,2026-01-05,月,1D,カイア渡し場,ー麒麟ー,,,-,宴会,0,7,2026-01-12,resolved
153,2026-01-05,月,1E,カズラ農場,Restart,,,-,宴会,0,6,2026-01-11,resolved
156,2026-01-08,木,3A,北部大農場,TheUniverse,,,,宴会,0,#N/A,#N/A,pending_or_error
156,2026-01-08,木,2A,トロル防御基地,ーリベリオンー,,,統一,-,0,#N/A,#N/A,pending_or_error
156,2026-01-08,木,2B,隠された修道院,桜吹雪,,,-,宴会,0,#N/A,#N/A,pending_or_error
156,2026-01-08,木,2C,マルニの第2実験場,VainqueurJP,,,-,-,0,1,2026-01-09,resolved
156,2026-01-08,木,1A,アグリス平原,Bagaиі,,,-,-,0,#N/A,#N/A,pending_or_error
156,2026-01-08,木,1B,リンチ農場廃墟,xAEGISx,,,統一,-,6,#N/A,#N/A,pending_or_error
156,2026-01-08,木,1C,ブレディー砦,βυsнỉȉdo家族,,,-,-,0,#N/A,#N/A,pending_or_error
156,2026-01-08,木,1D,エントの森,毛家村,,,-,-,0,#N/A,#N/A,pending_or_error
156,2026-01-08,木,1E,クリオ村,Revenant,,,-,宴会,4,3,2026-01-11,resolved
157,2026-01-09,金,3A,アグリス祭壇,・殺戮・,,,,宴会,0,7,2026-01-16,resolved
157,2026-01-09,金,2A,ナーガ抽出場,VainqueurJP,,,-,-,4,3,2026-01-12,resolved
157,2026-01-09,金,2B,オークキャンプ,PhoenixJP,,,-,-,5,7,2026-01-16,resolved
157,2026-01-09,金,1A,北部採石場,オアシスステップ,,,-,-,0,7,2026-01-16,resolved
157,2026-01-09,金,1B,ハーピーの絶壁,ーEspoirー,,,-,-,1,7,2026-01-16,resolved
157,2026-01-09,金,1C,ブリの森,一惡人谷一,,,統一,-,0,7,2026-01-16,resolved
157,2026-01-09,金,1D,マンシャの森の奥,Döraêmön,,,統一,-,5,6,2026-01-15,resolved
157,2026-01-09,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,,統一,-,0,7,2026-01-16,resolved
159,2026-01-11,日,3A,デルニール農場,沙漠黑鷹,,,,-,#N/A,#N/A,#N/A,pending_or_error
159,2026-01-11,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,,-,-,#N/A,#N/A,#N/A,pending_or_error
159,2026-01-11,日,2B,忘却の地,TRAITORs,,,-,-,#N/A,#N/A,#N/A,pending_or_error
159,2026-01-11,日,1A,ナーガ沼地,SkyCastle,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
159,2026-01-11,日,1B,旧ダンデリオン,UnityJP,,,-,-,2,4,2026-01-15,resolved
159,2026-01-11,日,1C,捨てられた地,Restart,,,-,-,#N/A,1,2026-01-12,pending_or_error
159,2026-01-11,日,1D,ベア川下流,ZirconiA,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
159,2026-01-11,日,1E,アルティノ入り口,Revenant,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
160,2026-01-12,月,3A,ルツム族駐屯地,PONYTAIL,,,,宴会,0,3,2026-01-15,resolved
160,2026-01-12,月,2A,ベリア農場地帯,PokemonGo,,,-,宴会,0,7,2026-01-19,resolved
160,2026-01-12,月,2B,ギュントの丘,VainqueurJP,,,-,-,4,3,2026-01-15,resolved
160,2026-01-12,月,2C,高原地帯,MystSA,,,-,-,0,7,2026-01-19,resolved
160,2026-01-12,月,1A,隠遁の森,黒の太陽,,,-,-,1,6,2026-01-18,resolved
160,2026-01-12,月,1B,エワズの丘,Restart,,,-,宴会,0,6,2026-01-18,resolved
160,2026-01-12,月,1C,廃城跡入り口,Maverickz,,,統一,宴会,0,6,2026-01-18,resolved
160,2026-01-12,月,1D,カイア渡し場,シェイド,,,-,-,0,7,2026-01-19,resolved
160,2026-01-12,月,1E,カズラ農場,彡MukBANG彡,,,統一,-,1,7,2026-01-19,resolved
163,2026-01-15,木,3A,北部大農場,PONYTAIL,,,,-,#N/A,7,2026-01-22,pending_or_error
163,2026-01-15,木,2A,トロル防御基地,UnityJP,,,-,宴会,#N/A,4,2026-01-19,pending_or_error
163,2026-01-15,木,2B,隠された修道院,柿一門,,,-,-,#N/A,7,2026-01-22,pending_or_error
163,2026-01-15,木,2C,マルニの第2実験場,VainqueurJP,,,-,宴会,6,1,2026-01-16,resolved
163,2026-01-15,木,1A,アグリス平原,C0BRA,,,統一,宴会,#N/A,7,2026-01-22,pending_or_error
163,2026-01-15,木,1B,リンチ農場廃墟,ーArchー,,,-,-,#N/A,1,2026-01-16,pending_or_error
163,2026-01-15,木,1C,ブレディー砦,βυsнỉȉdo家族,,,-,-,#N/A,7,2026-01-22,pending_or_error
163,2026-01-15,木,1D,エントの森,雲淡風輕o,,,統一,宴会,#N/A,7,2026-01-22,pending_or_error
163,2026-01-15,木,1E,クリオ村,Döraêmön,,,-,-,4,7,2026-01-22,resolved
164,2026-01-16,金,3A,アグリス祭壇,・殺戮・,,,,-,0,3,2026-01-19,resolved
164,2026-01-16,金,2A,ナーガ抽出場,VainqueurJP,,,-,-,4,7,2026-01-23,resolved
164,2026-01-16,金,2B,オークキャンプ,PhoenixJP,,,-,-,0,7,2026-01-23,resolved
164,2026-01-16,金,1A,北部採石場,桜吹雪,,,統一,-,0,2,2026-01-18,resolved
164,2026-01-16,金,1B,ハーピーの絶壁,ーArchー,,,-,宴会,0,7,2026-01-23,resolved
164,2026-01-16,金,1C,ブリの森,一惡人谷一,,,-,-,0,7,2026-01-23,resolved
164,2026-01-16,金,1D,マンシャの森の奥,TheUniverse,,,-,-,1,7,2026-01-23,resolved
164,2026-01-16,金,1E,廃鉄鉱山採掘場,xAEGISx,,,-,-,0,7,2026-01-23,resolved
166,2026-01-18,日,3A,デルニール農場,沙漠黑鷹,,,,宴会,#N/A,#N/A,#N/A,pending_or_error
166,2026-01-18,日,2A,略奪の森,AlmaVivaJP,,,-,-,#N/A,#N/A,#N/A,pending_or_error
166,2026-01-18,日,2B,忘却の地,Maverickz,,,統一,-,#N/A,1,2026-01-19,pending_or_error
166,2026-01-18,日,1A,ナーガ沼地,微笑Party,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
166,2026-01-18,日,1B,旧ダンデリオン,亗Luxúria亗,,,統一,-,3,#N/A,#N/A,pending_or_error
166,2026-01-18,日,1C,捨てられた地,Restart,,,-,-,6,5,2026-01-23,resolved
166,2026-01-18,日,1D,ベア川下流,桜吹雪,,,-,-,#N/A,#N/A,#N/A,pending_or_error
166,2026-01-18,日,1E,アルティノ入り口,黒の太陽,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
167,2026-01-19,月,3A,ルツム族駐屯地,Maverickz,,,,-,4,7,2026-01-26,resolved
167,2026-01-19,月,3B,アト農場,・殺戮・,,,,宴会,0,7,2026-01-26,resolved
167,2026-01-19,月,2A,ベリア農場地帯,PokemonGo,,,-,-,0,7,2026-01-26,resolved
167,2026-01-19,月,2B,ギュントの丘,UnityJP,,,-,-,4,7,2026-01-26,resolved
167,2026-01-19,月,2C,高原地帯,MystSA,,,-,-,0,6,2026-01-25,resolved
167,2026-01-19,月,1A,隠遁の森,Иouver,,,統一,-,1,7,2026-01-26,resolved
167,2026-01-19,月,1B,エワズの丘,美孚冰室,,,統一,-,1,7,2026-01-26,resolved
167,2026-01-19,月,1C,廃城跡入り口,Etërnîty,,,-,-,1,7,2026-01-26,resolved
167,2026-01-19,月,1D,カイア渡し場,シェイド,,,-,-,0,3,2026-01-22,resolved
167,2026-01-19,月,1E,カズラ農場,彡MukBANG彡,,,-,宴会,0,7,2026-01-26,resolved
170,2026-01-22,木,3A,北部大農場,PONYTAIL,,,,宴会,0,7,2026-01-29,resolved
170,2026-01-22,木,2A,トロル防御基地,シェイド,,,-,-,3,7,2026-01-29,resolved
170,2026-01-22,木,2B,隠された修道院,柿一門,,,-,-,0,7,2026-01-29,resolved
170,2026-01-22,木,2C,マルニの第2実験場,TRAITORs,,,-,-,6,7,2026-01-29,resolved
170,2026-01-22,木,1A,アグリス平原,Revenant,,,-,-,0,3,2026-01-25,resolved
170,2026-01-22,木,1B,リンチ農場廃墟,毛家村,,,-,-,6,7,2026-01-29,resolved
170,2026-01-22,木,1C,ブレディー砦,βυsнỉȉdo家族,,,統一,宴会,0,4,2026-01-26,resolved
170,2026-01-22,木,1D,エントの森,SkyCastle,,,-,-,0,3,2026-01-25,resolved
170,2026-01-22,木,1E,クリオ村,Döraêmön,,,統一,-,0,7,2026-01-29,resolved
171,2026-01-23,金,3A,アグリス祭壇,雪狼族,,,,-,4,3,2026-01-26,resolved
171,2026-01-23,金,2A,ナーガ抽出場,雲淡風輕o,,,-,-,0,7,2026-01-30,resolved
171,2026-01-23,金,2B,オークキャンプ,PhoenixJP,,,統一,宴会,0,7,2026-01-30,resolved
171,2026-01-23,金,1A,北部採石場,LeLien,,,-,宴会,5,2,2026-01-25,resolved
171,2026-01-23,金,1B,ハーピーの絶壁,Restart,,,-,-,0,2,2026-01-25,resolved
171,2026-01-23,金,1C,ブリの森,一惡人谷一,,,統一,-,0,7,2026-01-30,resolved
171,2026-01-23,金,1D,マンシャの森の奥,TheUniverse,,,-,宴会,0,3,2026-01-26,resolved
171,2026-01-23,金,1E,廃鉄鉱山採掘場,Sangsaka,,,統一,宴会,0,7,2026-01-30,resolved
173,2026-01-25,日,3A,デルニール農場,沙漠黑鷹,,,,-,#N/A,#N/A,#N/A,pending_or_error
173,2026-01-25,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
173,2026-01-25,日,2B,忘却の地,MystSA,,,-,宴会,6,#N/A,#N/A,pending_or_error
173,2026-01-25,日,1A,ナーガ沼地,SkyCastle,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
173,2026-01-25,日,1B,旧ダンデリオン,xAEGISx,,,-,-,#N/A,4,2026-01-29,pending_or_error
173,2026-01-25,日,1C,捨てられた地,Restart,,,-,-,2,1,2026-01-26,resolved
173,2026-01-25,日,1D,ベア川下流,LeLien,,,-,-,#N/A,5,2026-01-30,pending_or_error
173,2026-01-25,日,1E,アルティノ入り口,Revenant,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
174,2026-01-26,月,3A,ルツム族駐屯地,Maverickz,,,,-,0,7,2026-02-02,resolved
174,2026-01-26,月,3B,アト農場,雪狼族,,,,-,0,7,2026-02-02,resolved
174,2026-01-26,月,2A,ベリア農場地帯,PokemonGo,,,-,-,0,7,2026-02-02,resolved
174,2026-01-26,月,2B,ギュントの丘,Restart,,,-,-,0,7,2026-02-02,resolved
174,2026-01-26,月,2C,高原地帯,TheUniverse,,,-,-,1,7,2026-02-02,resolved
174,2026-01-26,月,1A,隠遁の森,Kopitiam,,,-,-,0,7,2026-02-02,resolved
174,2026-01-26,月,1B,エワズの丘,FLORISTS,,,-,宴会,0,7,2026-02-02,resolved
174,2026-01-26,月,1C,廃城跡入り口,Etërnîty,,,統一,-,0,7,2026-02-02,resolved
